original_block_index,original_name,normalized_name,canonical_name,system,subsystem,anatomical_region,structure_type,laterality,piece_number,temporal_phase,hierarchy_path,classification_confidence,classification_rule,source_file,review_action,review_confidence,review_reason,example_source_file,example_original_block_index,first_seen_run_id,notes
,musc167,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,167,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,763,260612,
,musc230,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,230,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,764,260612,
,musc79,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,79,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,765,260612,
,musc161,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,161,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,767,260612,
,musc162,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,162,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,768,260612,
,musc201,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,201,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,769,260612,
,musc559,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,559,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,770,260612,
,rfoot_musc,foot_muscle,foot_muscle,musculoskeletal,skeletal_muscle/lower_limb,lower_limb,muscle,right,,static,09_Musculoskeletal/Skeletal_Muscle/Lower_Limb,manual,ai_review:foot_muscle_from_muscle_file,,corrected,high,"Foot muscle label from muscle.raw should be skeletal muscle, not integumentary skin.",/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,771,260612,
,musc204,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,204,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,772,260612,
,musc217,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,217,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,773,260612,
,musc301,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,301,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,774,260612,
,musc302,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,302,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,775,260612,
,musc305,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,305,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,776,260612,
,musc306,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,306,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,777,260612,
,musc307,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,307,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,778,260612,
,musc312,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,312,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,779,260612,
,musc313,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,313,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,780,260612,
,musc314,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,314,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,781,260612,
,musc315,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,315,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,782,260612,
,musc316,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,316,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,783,260612,
,musc317,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,317,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,784,260612,
,musc318,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,318,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,785,260612,
,musc319,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,319,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,786,260612,
,musc320,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,320,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,787,260612,
,musc321,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,321,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,788,260612,
,musc322,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,322,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,789,260612,
,musc338,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,338,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,790,260612,
,musc340,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,340,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,791,260612,
,musc341,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,341,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,792,260612,
,musc343,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,343,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,793,260612,
,musc344,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,344,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,794,260612,
,musc354,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,354,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,795,260612,
,musc355,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,355,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,796,260612,
,musc356,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,356,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,797,260612,
,musc357,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,357,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,798,260612,
,musc358,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,358,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,799,260612,
,musc363,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,363,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,800,260612,
,musc140,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,140,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,801,260612,
,musc212,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,212,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,802,260612,
